Watershed,Site,SampleDate,Organization,UseOrder,Protocol,HitchDate,Hitch,Crew,VisitPhase,VisitStatus,VisitID,Panel,Category,StreamName,VisitObjective,SideChannel,VisitYear,x_albers,y_albers,LON_DD,LAT_DD,Stream,Elev_M,Block,OwnerType,ValleyClass,Channel_Type,Strah,HUC4,HUC5,HUC6,LEVEL3_NM,LEVEL4_NM,CEC_L1,CEC_L2,Ppt,CUMDRAINAG,NatClass,DistClass,DistPrin1,NatPrin1,NatPrin2,MeanU,Metric #,ModelVersion,GenerationDate,SlowWater_Area,SlowWater_Ct,SlowWater_Vol,SlowWater_Pct,FstTurb_Area,FstTurb_Ct,FstTurb_Vol,FstTurb_Pct,FstNT_Area,FstNT_Ct,FstNT_Vol,FstNT_Pct,Grad,Sin,Lgth_Wet,Area_Wet,Area_Bf,WetVol,WetWdth_Int,DetrendElev_SD,BfWdthInt,DpthThlwg_UF_CV,BfVol,Lgth_WetChnl,WetBraid,Lgth_BfChnl,BfBraid,Wet_QIsland_Ct,Bf_QIsland_Ct,DpthWet_SD,BfWdth_CV,BfWdth_Avg,BfWDRat_CV,BfWDRat_Avg,WetWdth_CV,WetWdth_Avg,WetWDRat_CV,WetWDRat_Avg,DpthBf_Max,DpthBf_Avg,BfSCWdth,WetSCWdth,SlowWater_Freq,FstTurb_Freq,FstNT_Freq,DpthThlwg_Avg,PoolResidDpth,WetSCL_Area,SCSm_Area,WetSC_Pct,SCSm_Freq,SCSm_Ct,SCSm_Vol,Q,SubEmbed_Avg,SubEmbed_SD,SubD16,SubD50,SubD84,SubLT2,SubLT6,Cond,Alk,RipCovBigTree,RipCovConif,RipCovGrnd,RipCovNonWood,RipCovUstory,RipCovWood,LWVol_Wet,LWVol_Bf,LWVol_WetSlow,LWVol_BfSlow,LWVol_WetFstTurb,LWVol_WetFstNT,DriftBioMass,RipCovCanNone,Ucut_Area,SolarSummr_Avg,RipCovUstoryNone,RipCovGrndNone,SubEstGrvl,FishCovLW,SubEstSandFines,LWFreq_Wet,FishCovTVeg,FishCovArt,FishCovNone,LWFreq_Bf,FishCovAqVeg,SubEstBldr,SubEstCbl,FishCovTotal,UcutLgth_Pct,UcutArea_Pct,SC_Area,SC_Area_Pct,ChnlUnitTotal_Ct,LWVol_BfFstNT,RS_name,Geo_Cond,CU_Ct,CU_Freq
Lemhi,LEM00001-Big0Springs-1,2013-07-08,Quantitative Consultants Inc,1,CHaMP 2013,2013-07-03,Hitch 2,Hannah Crew,Data Approved,Released to Public,1450,Rotating Panel 3,Big Springs-Private,NA,Primary Visit,No,2013,-1369916.60638,2540739.74118,-113.42314,44.72229,NA,1758,Rotating Panel 3 - Big Springs,Private Lands,NA,NA,0,17060204,1706020405,170602040503,NA,NA,NA,NA,2.88,12.94994,BAS - II.C,II.A.1,0.3,1.06,2.14,NA,2558586,0.0.4,NA,268.8722,3,74.6765,15.5792,730.0573,3,88.9663,42.3016,726.9085,2,123.5857,42.1192,0.522,1.3113,211.349,1726.1201,1912.9238,287.2284,8.1672,0.4003,9.0362,0.4738,523.2321,211.349,1,211.6946,1,0,0,0.1002,0.2591,8.8947,0.5317,37.2585,0.2148,8.1549,0.5412,52.2855,0.916,0.2625,NA,NA,1.4195,1.4195,0.9463,0.2754,0.3036,0,0,0,0,0,0,0.6474,1.75,3.5,13,23,42,1.4805,4.5753,274,136,0,0,58,45.8,14.3,27.1,0,0,0,0,0,0,0.0013,99.4,1.9,NA,85.7,42,77.0858,0,9.6016,0,8.6624,0,79.4865,0,15.3161,0,13.3127,23.9785,1.3012,0.1101,0,0,8,0,ucv_meandering_fine_grained,good,8,3.7852083520622286
Lemhi,LEM00001-Big0Springs-8,2013-07-03,Quantitative Consultants Inc,2,CHaMP 2013,2013-07-03,Hitch 2,Hannah Crew,Data Approved,Released to Public,1451,Rotating Panel 3,Big Springs-Private,NA,Primary Visit,Yes,2013,-1368980.51576,2539244.71243,-113.40806,44.71063,NA,1773,Rotating Panel 3 - Big Springs,Private Lands,NA,NA,0,17060204,1706020405,170602040503,NA,NA,NA,NA,2.71,12.94994,BAS - II.C,II.A.1,0.3,1.06,2.14,NA,2558587,0.0.4,NA,178.9092,2,38.469,8.4966,1597.521,4,227.1019,75.8683,329.2209,2,55.4251,15.6351,0.5022,1.9553,247.7779,2105.658,2373.1367,320.9961,8.4982,0.3354,9.6102,0.2769,620.7389,247.7779,1,246.9384,1,0,0,0.0761,0.2357,9.5114,0.3564,42.4113,0.253,8.382,0.4639,58.7024,0.7195,0.2493,NA,NA,0.8072,1.6143,0.8072,0.251,0.3099,0,0,0,0,0,0,0.9273,0,0,12,22,42,6.3367000000000004,12.7451,360,150,0,0,59.1,52.6,10,16.5,1.0441,1.0441,0,0,1.0441,0,0.0016,100,9.12,94.0921,90,40.9,55.6982,0.1798,5.3925,1.6143,3.0285,0,78.9671,1.6143,17.8246,0,38.9092,21.0329,5.1861,0.4331,0,0,8,0,ucv_meandering_fine_grained,moderate,8,3.2286979589382265
Wenatchee,WC503432-000152,2013-06-25,Terraqua Inc.,3,CHaMP 2013,2013-06-24,Hitch #1 (KC)- June 25 - June 28 (Wenatchee),Kevin Crew,Data Approved,Released to Public,1454,Annual,Source-Public,Tronsen Creek,Primary Visit,No,2013,NA,NA,-120.56828,47.36068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558588,0.0.4,NA,150.0709,8,23.4216,39.442,187.4833,8,20.4081,49.2748,42.9309,3,5.3783,11.2832,3.8679,1.2232,139.739,380.4967,526.1077,49.2081,2.7229,0.8352,3.8201,0.3339,144.1202,139.739,1,137.7206,1,0,0,0.081,0.1832,3.822,0.3203,14.3369,0.1769,2.7002,0.5176,22.4764,0.8529,0.2755,NA,NA,5.725,5.725,2.1469,0.1951,0.1807,0,0,0,0,0,0,0.0642,2.8707,6.5889,13,44,117,13.6667,23.2,235,68,8.8,17,25.2,20.5,14,31.7,2.4857,6.3859,1.7707,3.5286,0.7149,0,NA,87,13.96,NA,86,74.8,35.9695,4.7416,7.6137,14.3124,19.3677,0,75.8907,33.6341,0,13.6752,42.0332,24.1093,8.3012,3.6689,0,0,19,0.1714,cv_gravel_bed,moderate,19,13.596776848267126
Upper Grande Ronde,CBW05583-095642,2013-07-12,Oregon Department of Fish and Wildlife,1,CHaMP 2013,2013-06-01,UGR_Small_Streams,Chris Horn Crew,Data Approved,Released to Public,1455,Annual,Grande Ronde Steelhead-Transport-Private,McCoy Creek,Primary Visit,No,2013,-1751025.6642,2693648.4574,-118.56529,45.35114,McCoy Creek,1212.94,Annual - Grande Ronde Steelhead-Transport-Private,Private Lands,Transport,Pool-riffle,3,17060104,1706010402,170601040203,11,11c,6,6.2,6.99,43.633,MT - I.A.1,I.B.1,-0.2,-0.41,0.00546,7.9,2558589,0.0.4,NA,103.7416,2,7.8463,15.4207,159.441,5,7.0134,23.7002,409.5588,3,31.8782,60.8791,0.8223,1.1425,163.6149,672.7411,1113.465,46.738,4.1117,0.3101,6.9406,0.4595,157.8979,163.6149,1,160.4276,1,0,0,0.0515,0.245,6.9407,0.3714,49.2249,0.3849,4.1535,0.5464,62.9054,0.8891,0.1445,NA,NA,1.2224,3.056,1.8336,0.1148,0.076,0,0,0,0,0,0,0.002,6.7857,9.4413,23,42,78,23.8667,39.8667,51.7,36,3,16.5,45,41.1,10.1,22.1,0.1535,2.145,0,0,0.0488,0.1047,NA,91.9,NA,64.5781,89.9,55,58.3243,1.5618,19.384,1.2224,4.3907,0,89.861,4.8895,5.0169,0.4646,21.2178,10.9694,0,0,0,0,10,0.8025,ucv_lowSin_gravel_bed,good,10,6.111912790338777
Upper Grande Ronde,CBW05583-135615,2013-07-11,Oregon Department of Fish and Wildlife,2,CHaMP 2013,2013-06-01,UGR_Small_Streams,Chris Horn Crew,Data Approved,Released to Public,1456,Annual,Grande Ronde Steelhead-Transport-Private,Gordon Creek,Primary Visit,No,2013,-1698386.48676,2711851.1953,-117.96438,45.62039,Gordon Creek,893.42,Annual - Grande Ronde Steelhead-Transport-Private,Private Lands,Transport,Pool-riffle,3,17060104,1706010411,170601041102,11,11c,6,6.2,6.1,43.068,MT - II.A.1.a,II.B.1,1.05,-0.28,-0.25,22.07,2558590,0.0.4,NA,78.7641,4,12.4878,17.7181,284.1343,6,27.6196,63.9165,81.6412,2,9.0219,18.3653,1.9936,1.1797,132.2971,444.567,699.0442,49.1293,3.3604,0.8489,5.4089,0.3932,210.1504,132.2971,1,129.2398,1,0,0,0.0679,0.2389,5.4379,0.3453,21.6529,0.1876,3.3582,0.3329,34.3663,0.8058,0.2883,NA,NA,3.0235,4.5352,1.5117,0.1732,0.224,0,0,0,0,0,0,0.0866,5.8378,6.5331,10,47,106,1.6504,9.9759,36.4,41,8.7,15.1,42.5,23.6,42.9,75.4,0.0598,0.8527,0.0598,0.2515,0,0,NA,86.4,0.97,54.1467,57.1,57.5,59.0324,3.3908,11.3008,0.7559,16.9598,0,76.0182,9.8264,4.2133,6.1745,23.4923,24.5639,0.6047,0.2182,0,0,12,0,pcv_margin_controlled_gravel_bed,poor,12,9.070493608703442
Big-Navarro-Garcia (CA),CAL00001-000013,2013-07-01,California Department of Fish and Wildlife,3,CHaMP 2013,2013-07-01,Usal Creek 7/1,Chris Bell Crew,Data Approved,Not Released,1457,Annual,Greater Big-Navarro-Garcia,Usal Creek,Primary Visit,No,2013,NA,NA,-123.8433,39.83447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minam,MNM00001-000369,2013-07-25,Oregon Department of Fish and Wildlife,5,CHaMP 2013,2013-07-01,Little Minam,Chris Horn Crew,Data Approved,Released to Public,1458,Annual,Reference,Little Minam River,Primary Visit,Yes,2013,NA,NA,-117.66516,45.36396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558591,0.0.4,NA,1537.5288,5,393.2775,33.5648,2619.1276,6,390.6427,57.1765,424.1211,1,103.315,9.2587,0.9536,1.2271,356.7802,4581.1699,6224.058,887.2354,12.8403,0.4054,17.7264,0.433,2135.1453,410.8407,1.1515,394.6557,1.124,1,1,0.1663,0.4378,17.4224,0.6453,45.8048,0.4922,12.0466,0.8967,53.4742,1.2472,0.3494,10.9203,6.4307,1.4014,1.6817,0.2803,0.4036,0.6204,192.8839,0,4.2107,0,0,0,0.7122,6.4592,11.17,33,60,109,2,4.8889,52.2,32,8.2,21.2,46,33.7,34.6,63.4,21.2984,49.0081,11.9579,25.8655,8.3807,0.9598,1e-4,83.5,34.18,59.0847,65.4,54,55.2667,4.8054,16.5238,26.9073,8.0473,0,89.0472,63.3443,1.1961,2.2035,26.006,14.0488,9.4596,0.7461,0,0,12,1.2114,cv_occ_floodplain_pockets,intact,12,3.363415346479429
Minam,MNM00001-000209,2013-07-24,Oregon Department of Fish and Wildlife,6,CHaMP 2013,2013-07-01,Little Minam,Chris Horn Crew,Data Approved,Released to Public,1459,Annual,Reference,Little Minam River,Primary Visit,Yes,2013,NA,NA,-117.67372,45.3799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558592,0.0.4,NA,125.9643,1,48.4736,3.1669,3650.1924,5,951.7135,91.7694,201.4151,1,52.3542,5.0638,2.1377,1.335,339.0304,3977.5717,5207.845,1052.5412,11.7322,0.6966,15.4122,0.235,3211.6215,339.0304,1,337.904,1,0,0,0.1509,0.1842,15.3924,0.2319,27.8709,0.2209,11.6071,0.3381,44.7032,1.3392,0.5989,NA,NA,0.295,1.4748000000000001,0.295,0.4508,0.4597,43.4916,0,1.0934,0,0,0,1.1555,0.7705,1.9845,36,75,146,0,0.3333,110.2,40,8,12.6,51.8,41.3,15.7,36.3,3.7562,10.1319,0,0,3.7562,0,1e-4,89.9,1.41,49.2796,84.3,48.2,23.0978,4.0263,5.6412,6.1941,4.5885,0,91.3853,10.9135,0.6334,27.1387,40.26,9.2482,0.5162,0.0354,0,0,7,0,cv_occ_floodplain_pockets,intact,7,2.0647116010835607
Minam,MNM00001-000197,2013-07-28,Oregon Department of Fish and Wildlife,2,CHaMP 2013,2013-07-01,Little Minam,Chris Horn Crew,Data Approved,Released to Public,1460,Annual,Reference,Little Minam River,Primary Visit,No,2013,NA,NA,-117.67394,45.3992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558593,0.0.4,NA,532.3713,3,150.1109,14.6944,2524.4016,5,590.0096,69.6779,566.1868,2,144.2709,15.6277,1.7466,1.1076,313.1005,3622.9699,4194.4057,884.3915,11.5713,0.7011,13.397,0.2937,2592.2935,313.1005,1,313.0864,1,0,0,0.1439,0.2286,13.373,0.3408,28.0182,0.2274,11.5479,0.4722,48.0048,1.4628,0.5926,NA,NA,0.9582,1.5969,0.6388,0.4148,0.3307,0,0,0,0,0,0,0.7223,8.6481,12.7044,37,77,178,1.2,3.6421,55.3,40,11.5,26.6,46.5,31.9,28.7,70.8,42.581,67.7883,8.1516,11.8038,33.9711,0.4584,2e-4,72.5,2.71,45.12,71.3,53.5,43.9454,5.9195,7.9052,16.6081,5,0,85.2718,41.5202,3.8088,19.9761,27.5509,14.7282,0.7186,0.0748,0,0,10,1.0919,cv_occ_floodplain_pockets,intact,10,3.193862673486628
Minam,MNM00001-000081,2013-07-26,Oregon Department of Fish and Wildlife,1,CHaMP 2013,2013-07-01,Little Minam,Chris Horn Crew,Data Approved,Released to Public,1461,Annual,Reference,Little Minam River,Primary Visit,No,2013,NA,NA,-117.65312,45.34479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558594,0.0.4,NA,151.4609,1,41.305,6.5569,2158.4831,2,444.3071,93.4431,0,0,0,0,1.4477,1.0431,236.5209,2309.9512,2481.3038,485.6121,9.7664,0.6517,10.4961,0.2007,1124.3655,236.5209,1,236.4026,1,0,0,0.0939,0.1337,10.4677,0.2543,26.722,0.1434,9.7321,0.3708,44.4599,1.0099,0.4469,NA,NA,0.4228,0.8456,0,0.3185,0.3851,0,0,0,0,0,0,0.6716,5.0308,13.237,36,101,228,0,3.3333,45.5,44,11,42,35.5,22.7,33.5,74.8,1.4504,3.2672,0,0,1.4504,0,1e-4,71.5,4.27,54.068600000000004,66.5,64.5,31.6401,0.6548,0.3278,5.9191,4.6722,0,94.673,8.4559,0,13.6895,54.3426,5.327,2.6425,0.1849,0,0,3,0,cv_occ_floodplain_pockets,intact,3,1.268386852916592
Minam,CBW05583-113834,2013-08-10,Oregon Department of Fish and Wildlife,7,CHaMP 2013,2013-07-01,Upper Minam Mainstem,Chris Horn Crew,Data Approved,Released to Public,1462,Annual,Reference,Minam River,Primary Visit,No,2013,NA,NA,-117.532622,45.259541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558595,0.0.4,NA,1256.7439,5,714.8505,19.1167,5317.3302,7,2145.7764,80.8833,0,0,0,0,2.4595,1.2017,433.5578,6573.279,7705.9688,2860.6266,15.1613,1.2305,17.8687,0.3356,6452.0473,433.5578,1,431.2551,1,0,0,0.258,0.166,17.8515,0.3019,25.0436,0.1929,15.1438,0.4378,36.923,2.4299,0.8179,NA,NA,1.1532,1.6145,0,0.7636,0.7499,0,0,0,0,0,0,1.6314,1.26,4.0598,15,110,268,7.4667,14.2667,64,28,15.375,26,35,14.375,17.875,54.5,2.6236,9.2712,0.1047,1.616,2.5189,0,6e-4,84,NA,47.7178,82.125,52,13.0139,0,8.0056,2.9984,3.2079,0,96.7921,5.7662,0,43.2193,35.7612,3.2079,0,0,0,0,12,0,cv_occ_floodplain_pockets,intact,12,2.7677970503586833
Minam,MNM00001-000096,2013-08-09,Oregon Department of Fish and Wildlife,3,CHaMP 2013,2013-07-01,Upper Minam Mainstem,Chris Horn Crew,Data Approved,Released to Public,1465,Annual,Reference,Minam River,Primary Visit,Yes,2013,NA,NA,-117.5303,45.24341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558596,0.0.4,NA,2142.2879,5,1212.8612,41.0623,2968.9907,2,881.3845,56.9081,105.8864,1,9.4712,2.0296,1.1617,1.4541,289.5976,5218.1557,6109.9275,2103.7166,18.0186,0.7959,21.5871,0.4237,4061.9685,289.5976,1,283.0363,1,0,0,0.2882,0.3527,20.9735,0.3895,31.0962,0.3565,18.0229,0.5248,47.6146,2.234,0.6664,NA,NA,1.7265,0.6906,0.3453,0.6816,0.6477,105.8864,0,2.0296,0,0,0,1.5356,2.3333,3.7417,14,73,173,19.4667,40.1333,34.6,32,7,23.5,38.5,27.5,25.4,50.4,22.5612,45.5947,13.6671,24.3733,8.7024,0.1917,8e-4,86,6.11,56.093,74.6,61.5,40.6758,5.3042,24.622,23.8262,8.3843,0,90.3261,41.0915,5.0868,9.5827,21.6366,18.7753,2.866,0.1171,0,0,8,2.5417,cv_occ_floodplain_pockets,intact,8,2.7624538324903245
Minam,MNM00001-M53240,2013-09-07,Oregon Department of Fish and Wildlife,1,CHaMP 2013,2013-07-01,Red's Ranch,Chris Horn Crew,Data Approved,Released to Public,1466,Annual,Spawning and Rearing,Minam River,Primary Visit,No,2013,NA,NA,-117.62239,45.34533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558597,0.0.4,NA,2610.7778,2,724.3713,26.2982,2611.9885,2,582.7512,26.3104,4704.8222,4,1213.6581,47.3914,0.4879,1.1085,444.8253,9927.6154,12180.7349,2520.7816,22.318,0.6177,27.8319,0.3047,6259.5476,444.8253,1,437.6536,1,0,0,0.1472,0.2036,27.6307,0.3057,53.3254,0.2739,22.545,0.6028,96.2412,1.5127,0.5158,NA,NA,0.4496,0.4496,0.8992,0.4371,0.4741,0,0,0,0,0,0,1.894,5.2857,11.5438,44,89,150,2.4444,14.4444,42.7,28,9.5,26.5,56.5,31.8,33.6,78,29.3618,40.7227,6.2519,6.2519,22.0425,1.0674,1e-4,80.3,21.67,81.1887,66.4,43.5,32.6388,4.6149,8.0428,3.8217,3.4617,0,91.9234,7.1938,0,11.9366,47.3818,8.0766,3.6194,0.2183,0,0,8,5.1742,pcv_lowSin_planControlled_dfp,intact,8,1.7984588556451262
Minam,MNM00001-M53247,2013-09-05,Oregon Department of Fish and Wildlife,2,CHaMP 2013,2013-07-01,Red's Ranch,Chris Horn Crew,Data Approved,Released to Public,1467,Annual,Spawning and Rearing,Minam River,Primary Visit,No,2013,NA,NA,-117.60463,45.34266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558598,0.0.4,NA,0,0,0,0,7710.2239,4,2901.6046,100,0,0,0,0,1.7051,1.1048,430.9895,7713.0159,9210.4143,2902.0637,17.8961,1.6097,21.3682,0.2139,6432.431,430.9895,1,431.0341,1,0,0,0.2011,0.1648,21.3702,0.2701,28.2482,0.1912,17.7911,0.4594,45.9811,3.0221,0.711,NA,NA,0,0.9281,0,0.6086,NA,0,0,0,0,0,0,2.2863,3.1304,3.3705,12,105,298,NA,NA,42.6,30,11.5,30,33,17.5,30.5,68,16.9532,21.3985,0,0,16.9532,0,1e-4,78,0.42,61.4533,69.5,67,22.0093,1.8815,10,8.3529,1.0235,0,97.095,16.0097,0,40.2991,25.2344,2.905,0.174,0.0054,0,0,4,0,cv_occ_floodplain_pockets,intact,4,0.9280968561879117
Tucannon,CBW05583-007039,2013-08-02,Eco Logical Research,1,CHaMP 2013,2013-07-19,Tucannon - All Sites,Andy Crew,Data Approved,Released to Public,1468,Annual,Treatment Reach 8-Treatment,Tucannon River,Primary Visit,No,2013,NA,NA,-117.722583,46.227818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558599,0.0.4,NA,538.0364,4,170.5416,18.6349,2015.6364,6,546.3137,69.8118,333.5722,1,106.9299,11.5533,1.4207,1.1472,291.8194,2883.343,4246.7943,823.7181,9.8806,0.633,14.688,0.3168,1766.1157,291.8194,1,310.3113,1.0732,0,0,0.1549,0.2551,14.1112,0.4735,32.2944,0.2469,9.8104,0.4834,33.4123,1.3788,0.4155,2.8762,NA,1.3707,2.0561,0.3427,0.4701,0.457,0,0,0,0,0,0,1.6199,3.4079,7.1768,21,69,152,4.6667,9.5,NA,40,3,10.5,51,44.5,23,35,8.5222,13.5584,2.3069,2.4643,5.0726,1.1427,NA,94.5,4.17,67.7344,77,49,61.0209,3.6053,0.4743,8.5669,2.3148,0.8335,93.217,11.9937,0.0294,5.6916,32.8132,6.783,0.8567,0.1446,0,0,11,1.9666,pcv_lowSin_planControlled_dfp,good,11,3.7694546695661773
Tucannon,CBW05583-010495,2013-08-04,Eco Logical Research,1,CHaMP 2013,2013-07-19,Tucannon - All Sites,Andy Crew,Data Approved,Released to Public,1469,Annual,Treatment Reach 7-Treatment,Tucannon River,Primary Visit,Yes,2013,-1658387.12102,2783074.62399,-117.67134,46.32721,Tucannon River,637.43,Annual - Treatment Reach 7-Treatment,Public Lands,Depositional,Island_braided,4,17060107,1706010706,170601070603,10,10f,10,10.1,6.74,254.72301,MT - I.A.2,I.B.2,-0.27,-1.43,-0.61,105.49,2558600,0.0.4,NA,806.3007,7,342.8053,32.8052,1429.55,4,321.5493,58.1628,221.9922,2,81.224,9.032,1.1259,1.2519,240.0897,2457.7653,2946.5989,745.5795,10.2369,0.6463,12.3736,0.3998,1229.6178,280.0801,1.1666,272.168,1.1429,1,1,0.1968,0.2005,11.1816,0.4037,28.203,0.1813,9.6258,0.4584,33.3506,1.4947,0.3965,5.4768,4.7043,2.9156,1.666,0.833,0.5397,0.4955,25.4617,0,1.0359,0,0,0,1.8374,2.496,5.6671,30,70,119,0.6667,1.037,NA,48,1.3,0,33.9,36.5,41.4,40.3,43.1619,43.7323,39.7681,40.3182,3.3938,0,NA,98.5,12.61,69.3274,58.6,66.1,55.8236,5.5581,1.5066,11.2458,4.3213,0,90.0171,16.6604,0.1036,0.4941,42.1757,9.9829,5.3105,0.5131,0,0,13,0,pcv_lowSin_wandering_cobble_bed,moderate,13,5.414642943866396
Tucannon,CBW05583-047999,2013-10-09,Eco Logical Research,2,CHaMP 2013,2013-07-19,Tucannon - All Sites,Andy Crew,Data Approved,Released to Public,1471,Rotating Panel 3,Tributary,Panjab Creek,Primary Visit,No,2013,-1665134.72145,2768999.85041,-117.71518,46.18983,Panjab Creek,957.68,Rotating Panel 3 - Tributary,Public Lands,Depositional,Straight,4,17060107,1706010706,170601070602,11,11l,6,6.2,11.39,61.39,MT - II.B.1.a,I.B.1,-1.29,-2.22,-0.27,33.37,2558601,0.0.4,NA,243.8391,7,46.7232,25.4843,498.1553,7,68.0919,52.0636,214.826,4,31.0685,22.4521,2.3312,1.0756,169.7571,956.8202,1346.8075,145.8837,5.6364,0.8142,8.0462,0.3308,377.7088,169.7571,1,167.3852,1,0,0,0.0901,0.2611,7.8381,0.3096,24.0519,0.222,5.5306,0.3525,32.679,0.8172,0.2947,NA,NA,4.1235,4.1235,2.3563,0.2634,0.1608,0,0,0,0,0,0,0.2144,1.2807,2.3204,38,70,139,0.1212,0.2424,66.7,32,11,32,40,34,37,72,2.7843,8.5154,0.8738,3.8613,1.2407,0.6698,NA,71,NA,50.8907,63,60,51.0552,13.6365,4.0905,18.2614,9.8871,0,74.7454,42.4135,1.731,6.7371,38.1173,25.2546,0,0,0,0,18,1.7005,pcv_lowSin_planControlled_dfp,moderate,18,10.60338566104157
Tucannon,CBW05583-079743,2013-09-12,Eco Logical Research,2,CHaMP 2013,2013-07-19,Tucannon - All Sites,Andy Crew,Data Approved,Released to Public,1472,Rotating Panel 3,Mainstem,Tucannon River,Primary Visit,Yes,2013,NA,NA,-117.693535,46.378424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558602,0.0.4,NA,1223.4283,11,402.0259,29.4852,2046.3367,8,465.9865,49.3177,879.5324,5,248.333,21.1971,1.1587,1.194,315.1169,4148.3518,4832.1203,1116.3455,13.1645,0.5254,15.3534,0.3585,2031.3539,387.0469,1.2283,377.168,1.1984,1,1,0.1636,0.224,13.1576,0.3523,28.7068,0.2297,11.2541,0.3393,36.4819,1.4944,0.4288,10.552,9.1179,3.4908,2.5387,1.5867,0.471,0.3798,331.0627,0,7.9788,0,0,0,1.8316,1.7984,3.8033,35,80,147,1.0303,2.1818,78.7,60,14.5,0,16.7,18,21.3,59.2,5.9707,9.0585,2.1686,4.0431,1.8268,1.9754,NA,60.8,NA,54.5137,78.7,83.3,45.8314,3.7751,5.2126,14.2804,5.5022,0,90.3642,26.3394,0.3585,6.1699,42.7861,9.6358,0,0,0,0,24,2.879,pcv_lowSin_wandering_cobble_bed,good,24,7.616221154752411
Tucannon,CBW05583-169855,2013-08-30,Eco Logical Research,1,CHaMP 2013,2013-07-19,Tucannon - All Sites,Andy Crew,Data Approved,Released to Public,1474,Annual,Treatment Reach 5-Treatment,Tucannon River,Primary Visit,No,2013,NA,NA,-117.657129,46.271112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558603,0.0.4,NA,775.9062,7,314.4967,30.9854,1489.3922,4,377.1691,59.478,238.8069,3,90.2491,9.5366,1.0785,1.2848,253.0691,2503.6766,3765.9981,781.9148,9.8933,0.6092,15.0103,0.295,1687.5428,253.0691,1,250.894,1,0,0,0.1792,0.2595,11.8439,0.3525,23.8447,0.1987,9.8218,0.3284,32.7582,1.3599,0.4453,NA,NA,2.766,1.5806,1.1854,0.522,0.3719,0,0,0,0,0,0,1.4355,2.0385,4.802,33,86,151,1.2,2.6667,71.3,56,10,5.8,18,18,24.9,38,42.8142,54.5385,9.2829,11.0956,27.896,5.6353,NA,86.9,6.63,64.4394,75.1,82,46.2275,6.2744,5.8151,30.0313,3.1092,0,90.3984,41.4906,0.218,4.7638,42.7722,9.6016,3.2501,0.2648,0,0,14,11.3527,pcv_lowSin_wandering_cobble_bed,good,14,5.532085900649269
